invoice_number,talley_invoice_date
121749,14-Dec-2021
121753,15-Dec-2021
121757,16-Dec-2021
121756,16-Dec-2021
121755,16-Dec-2021
121762,20-Dec-2021
121759,20-Dec-2021
121758,20-Dec-2021
121767,21-Dec-2021
121766,21-Dec-2021
121765,21-Dec-2021
121764,21-Dec-2021
121763,21-Dec-2021
121771,22-Dec-2021
121770,22-Dec-2021
121769,22-Dec-2021
121768,22-Dec-2021
121772,23-Dec-2021
121776,24-Dec-2021
121775,24-Dec-2021
121774,24-Dec-2021
121773,24-Dec-2021
121779,26-Dec-2021
121778,26-Dec-2021
121788,27-Dec-2021
121787,27-Dec-2021
121786,27-Dec-2021
121785,27-Dec-2021
121784,27-Dec-2021
121783,27-Dec-2021
121782,27-Dec-2021
121781,27-Dec-2021
121780,27-Dec-2021
121791,28-Dec-2021
121790,28-Dec-2021
121789,28-Dec-2021
121792,29-Dec-2021
121798,30-Dec-2021
121797,30-Dec-2021
121796,30-Dec-2021
121795,30-Dec-2021
121794,30-Dec-2021
121793,30-Dec-2021
121799,31-Dec-2021
121800,2-Jan-2022
121802,3-Jan-2022
121801,3-Jan-2022
121807,4-Jan-2022
121806,4-Jan-2022
121805,4-Jan-2022
121804,4-Jan-2022
121803,4-Jan-2022
121813,5-Jan-2022
121812,5-Jan-2022
121811,5-Jan-2022
121810,5-Jan-2022
121808,5-Jan-2022
121818,6-Jan-2022
121817,6-Jan-2022
121816,6-Jan-2022
121815,6-Jan-2022
121814,6-Jan-2022
121820,7-Jan-2022
121823,9-Jan-2022
121822,9-Jan-2022
121821,9-Jan-2022
121824,10-Jan-2022
121829,11-Jan-2022
121828,11-Jan-2022
121827,11-Jan-2022
121826,11-Jan-2022
121825,11-Jan-2022
121837,12-Jan-2022
121836,12-Jan-2022
121835,12-Jan-2022
121834,12-Jan-2022
121833,12-Jan-2022
121832,12-Jan-2022
121830,12-Jan-2022
121839,13-Jan-2022
121838,13-Jan-2022
121841,14-Jan-2022
121850,15-Jan-2022
121849,15-Jan-2022
121848,15-Jan-2022
121847,15-Jan-2022
121846,15-Jan-2022
121845,15-Jan-2022
121844,15-Jan-2022
121843,15-Jan-2022
121842,15-Jan-2022
121856,17-Jan-2022
121855,17-Jan-2022
121854,17-Jan-2022
121853,17-Jan-2022
121852,17-Jan-2022
121851,17-Jan-2022
121864,18-Jan-2022
121863,18-Jan-2022
121862,18-Jan-2022
121861,18-Jan-2022
121860,18-Jan-2022
121859,18-Jan-2022
121858,18-Jan-2022
121857,18-Jan-2022
121865,19-Jan-2022
121869,21-Jan-2022
121868,21-Jan-2022
121867,21-Jan-2022
121866,21-Jan-2022
121872,22-Jan-2022
121871,22-Jan-2022
121870,22-Jan-2022
121874,24-Jan-2022
121873,24-Jan-2022
121878,25-Jan-2022
121877,25-Jan-2022
121876,25-Jan-2022
121875,25-Jan-2022
121880,27-Jan-2022
121879,27-Jan-2022
121883,28-Jan-2022
121882,28-Jan-2022
121881,28-Jan-2022
121885,29-Jan-2022
121892,31-Jan-2022
121891,31-Jan-2022
121890,31-Jan-2022
121889,31-Jan-2022
121888,31-Jan-2022
121887,31-Jan-2022
121886,31-Jan-2022
121894,1-Feb-2022
121893,1-Feb-2022
121899,2-Feb-2022
121898,2-Feb-2022
121897,2-Feb-2022
121896,2-Feb-2022
121895,2-Feb-2022
121904,3-Feb-2022
121903,3-Feb-2022
121902,3-Feb-2022
121901,3-Feb-2022
121900,3-Feb-2022
121906,4-Feb-2022
121905,4-Feb-2022
121909,5-Feb-2022
121908,5-Feb-2022
121907,5-Feb-2022
121915,7-Feb-2022
121914,7-Feb-2022
121913,7-Feb-2022
121912,7-Feb-2022
121911,7-Feb-2022
121910,7-Feb-2022
121916,9-Feb-2022
121922,10-Feb-2022
121921,10-Feb-2022
121920,10-Feb-2022
121919,10-Feb-2022
121918,10-Feb-2022
121917,10-Feb-2022
121926,11-Feb-2022
121925,11-Feb-2022
121924,11-Feb-2022
121923,11-Feb-2022
121931,13-Feb-2022
121930,13-Feb-2022
121929,13-Feb-2022
121928,13-Feb-2022
121927,13-Feb-2022
121936,14-Feb-2022
121935,14-Feb-2022
121934,14-Feb-2022
121933,14-Feb-2022
121941,15-Feb-2022
121940,15-Feb-2022
121939,15-Feb-2022
121938,15-Feb-2022
121943,16-Feb-2022
121942,16-Feb-2022
121945,17-Feb-2022
121944,17-Feb-2022
121946,18-Feb-2022
121947,19-Feb-2022
121949,20-Feb-2022
121948,20-Feb-2022
121950,21-Feb-2022
121953,24-Feb-2022
121952,24-Feb-2022
121951,24-Feb-2022
121959,25-Feb-2022
121958,25-Feb-2022
121957,25-Feb-2022
121956,25-Feb-2022
121955,25-Feb-2022
121954,25-Feb-2022
121960,26-Feb-2022
121974,28-Feb-2022
121973,28-Feb-2022
121972,28-Feb-2022
121971,28-Feb-2022
121970,28-Feb-2022
121969,28-Feb-2022
121968,28-Feb-2022
121967,28-Feb-2022
121966,28-Feb-2022
121965,28-Feb-2022
121964,28-Feb-2022
121963,28-Feb-2022
121962,28-Feb-2022
121961,28-Feb-2022
121976,1-Mar-2022
121975,1-Mar-2022
121977,3-Mar-2022
121978,4-Mar-2022
121979,5-Mar-2022
121980,6-Mar-2022
121987,7-Mar-2022
121986,7-Mar-2022
121985,7-Mar-2022
121984,7-Mar-2022
121983,7-Mar-2022
121982,7-Mar-2022
121981,7-Mar-2022
121993,8-Mar-2022
121992,8-Mar-2022
121991,8-Mar-2022
121990,8-Mar-2022
121989,8-Mar-2022
121988,8-Mar-2022
121997,9-Mar-2022
121996,9-Mar-2022
121995,9-Mar-2022
122000,10-Mar-2022
121999,10-Mar-2022
121998,10-Mar-2022
122006,11-Mar-2022
122005,11-Mar-2022
122003,11-Mar-2022
122002,11-Mar-2022
122001,11-Mar-2022
122009,12-Mar-2022
122008,12-Mar-2022
122007,12-Mar-2022
122010,14-Mar-2022
122012,17-Mar-2022
122011,17-Mar-2022
122013,19-Mar-2022
122015,20-Mar-2022
122014,20-Mar-2022
122019,22-Mar-2022
122018,22-Mar-2022
122017,22-Mar-2022
122016,22-Mar-2022
122022,23-Mar-2022
122021,23-Mar-2022
122020,23-Mar-2022
122023,24-Mar-2022
122024,25-Mar-2022
122025,26-Mar-2022
122026,27-Mar-2022
122027,28-Mar-2022
122028,29-Mar-2022
122029,30-Mar-2022
122047,31-Mar-2022
122046,31-Mar-2022
122045,31-Mar-2022
122044,31-Mar-2022
122043,31-Mar-2022
122042,31-Mar-2022
122041,31-Mar-2022
122040,31-Mar-2022
122039,31-Mar-2022
122038,31-Mar-2022
122037,31-Mar-2022
122036,31-Mar-2022
122035,31-Mar-2022
122034,31-Mar-2022
122033,31-Mar-2022
122032,31-Mar-2022
122031,31-Mar-2022
122030,31-Mar-2022
122049,7-Apr-2022
122048,7-Apr-2022
122050,9-Apr-2022
122054,11-Apr-2022
122053,11-Apr-2022
122052,11-Apr-2022
122051,11-Apr-2022
122055,12-Apr-2022
122056,14-Apr-2022
122062,15-Apr-2022
122061,15-Apr-2022
122060,15-Apr-2022
122059,15-Apr-2022
122058,15-Apr-2022
122057,15-Apr-2022
122063,16-Apr-2022
122070,18-Apr-2022
122069,18-Apr-2022
122068,18-Apr-2022
122067,18-Apr-2022
122066,18-Apr-2022
122065,18-Apr-2022
122072,19-Apr-2022
122071,19-Apr-2022
122074,20-Apr-2022
122073,20-Apr-2022
122078,22-Apr-2022
122077,22-Apr-2022
122076,22-Apr-2022
122075,22-Apr-2022
122079,23-Apr-2022
122080,24-Apr-2022
122081,25-Apr-2022
122089,26-Apr-2022
122088,26-Apr-2022
122087,26-Apr-2022
122086,26-Apr-2022
122085,26-Apr-2022
122091,28-Apr-2022
122093,29-Apr-2022
122092,29-Apr-2022
122107,30-Apr-2022
122105,30-Apr-2022
122104,30-Apr-2022
122103,30-Apr-2022
122102,30-Apr-2022
122101,30-Apr-2022
122100,30-Apr-2022
122099,30-Apr-2022
122098,30-Apr-2022
122097,30-Apr-2022
122096,30-Apr-2022
122095,30-Apr-2022
122094,30-Apr-2022
122109,8-May-2022
122108,8-May-2022
122110,10-May-2022
122111,11-May-2022
122112,12-May-2022
122114,13-May-2022
122113,13-May-2022
122116,16-May-2022
122115,16-May-2022
122120,18-May-2022
122119,18-May-2022
122118,18-May-2022
122117,18-May-2022
122121,20-May-2022
122126,21-May-2022
122125,21-May-2022
122124,21-May-2022
122123,21-May-2022
122122,21-May-2022
122127,22-May-2022
122130,23-May-2022
122129,23-May-2022
122128,23-May-2022
122133,24-May-2022
122132,24-May-2022
122131,24-May-2022
122135,25-May-2022
122134,25-May-2022
122136,27-May-2022
122137,28-May-2022
122138,29-May-2022
122158,31-May-2022
122157,31-May-2022
122156,31-May-2022
122155,31-May-2022
122154,31-May-2022
122153,31-May-2022
122152,31-May-2022
122151,31-May-2022
122150,31-May-2022
122149,31-May-2022
122148,31-May-2022
122147,31-May-2022
122146,31-May-2022
122145,31-May-2022
122144,31-May-2022
122143,31-May-2022
122142,31-May-2022
122141,31-May-2022
122140,31-May-2022
122139,31-May-2022
122159,10-Jun-2022
122161,11-Jun-2022
122160,11-Jun-2022
122162,12-Jun-2022
122163,14-Jun-2022
122164,15-Jun-2022
122167,16-Jun-2022
122166,16-Jun-2022
122165,16-Jun-2022
122168,18-Jun-2022
122170,20-Jun-2022
122169,20-Jun-2022
122176,21-Jun-2022
122175,21-Jun-2022
122174,21-Jun-2022
122172,21-Jun-2022
122171,21-Jun-2022
122178,22-Jun-2022
122179,23-Jun-2022
122181,24-Jun-2022
122180,24-Jun-2022
122188,27-Jun-2022
122187,27-Jun-2022
122186,27-Jun-2022
122185,27-Jun-2022
122184,27-Jun-2022
122182,27-Jun-2022
122191,28-Jun-2022
122190,28-Jun-2022
122189,28-Jun-2022
122193,29-Jun-2022
122192,29-Jun-2022
122220,30-Jun-2022
122219,30-Jun-2022
122218,30-Jun-2022
122217,30-Jun-2022
122216,30-Jun-2022
122215,30-Jun-2022
122214,30-Jun-2022
122213,30-Jun-2022
122212,30-Jun-2022
122211,30-Jun-2022
122210,30-Jun-2022
122209,30-Jun-2022
122208,30-Jun-2022
122207,30-Jun-2022
122205,30-Jun-2022
122202,30-Jun-2022
122201,30-Jun-2022
122200,30-Jun-2022
122199,30-Jun-2022
122198,30-Jun-2022
122197,30-Jun-2022
122196,30-Jun-2022
122194,30-Jun-2022
122235,7-Jul-2022
122221,12-Jul-2022
122222,13-Jul-2022
122224,14-Jul-2022
122223,14-Jul-2022
122229,15-Jul-2022
122228,15-Jul-2022
122227,15-Jul-2022
122226,15-Jul-2022
122225,15-Jul-2022
122231,22-Jul-2022
122230,22-Jul-2022
122234,24-Jul-2022
122233,24-Jul-2022
122232,24-Jul-2022
122237,29-Jul-2022
122236,29-Jul-2022
122239,30-Jul-2022
122238,30-Jul-2022
122274,31-Jul-2022
122273,31-Jul-2022
122272,31-Jul-2022
122271,31-Jul-2022
122270,31-Jul-2022
122269,31-Jul-2022
122268,31-Jul-2022
122266,31-Jul-2022
122265,31-Jul-2022
122264,31-Jul-2022
122263,31-Jul-2022
122262,31-Jul-2022
122261,31-Jul-2022
122260,31-Jul-2022
122259,31-Jul-2022
122258,31-Jul-2022
122257,31-Jul-2022
122256,31-Jul-2022
122255,31-Jul-2022
122254,31-Jul-2022
122253,31-Jul-2022
122252,31-Jul-2022
122251,31-Jul-2022
122250,31-Jul-2022
122249,31-Jul-2022
122248,31-Jul-2022
122247,31-Jul-2022
122246,31-Jul-2022
122245,31-Jul-2022
122244,31-Jul-2022
122243,31-Jul-2022
122242,31-Jul-2022
122241,31-Jul-2022
122240,31-Jul-2022
122277,9-Aug-2022
122276,9-Aug-2022
122275,9-Aug-2022
122281,10-Aug-2022
122280,10-Aug-2022
122279,10-Aug-2022
122278,10-Aug-2022
122284,12-Aug-2022
122283,12-Aug-2022
122282,12-Aug-2022
122285,18-Aug-2022
122286,19-Aug-2022
122288,22-Aug-2022
122287,22-Aug-2022
122289,23-Aug-2022
122292,25-Aug-2022
122291,25-Aug-2022
122290,25-Aug-2022
122298,27-Aug-2022
122297,27-Aug-2022
122296,27-Aug-2022
122295,27-Aug-2022
122294,27-Aug-2022
122293,27-Aug-2022
122299,28-Aug-2022
122300,30-Aug-2022
122323,31-Aug-2022
122322,31-Aug-2022
122321,31-Aug-2022
122320,31-Aug-2022
122319,31-Aug-2022
122318,31-Aug-2022
122317,31-Aug-2022
122316,31-Aug-2022
122315,31-Aug-2022
122314,31-Aug-2022
122313,31-Aug-2022
122312,31-Aug-2022
122311,31-Aug-2022
122310,31-Aug-2022
122309,31-Aug-2022
122308,31-Aug-2022
122307,31-Aug-2022
122306,31-Aug-2022
122305,31-Aug-2022
122304,31-Aug-2022
122303,31-Aug-2022
122302,31-Aug-2022
122301,31-Aug-2022
122326,9-Sep-2022
122325,9-Sep-2022
122324,9-Sep-2022
122328,10-Sep-2022
122327,10-Sep-2022
122330,12-Sep-2022
122329,12-Sep-2022
122331,14-Sep-2022
122336,15-Sep-2022
122335,15-Sep-2022
122333,15-Sep-2022
122332,15-Sep-2022
122341,17-Sep-2022
122339,17-Sep-2022
122338,17-Sep-2022
122337,17-Sep-2022
122340,19-Sep-2022
122345,20-Sep-2022
122344,20-Sep-2022
122343,20-Sep-2022
122342,20-Sep-2022
122346,22-Sep-2022
122348,23-Sep-2022
122347,23-Sep-2022
122349,27-Sep-2022
122350,28-Sep-2022
122356,29-Sep-2022
122355,29-Sep-2022
122354,29-Sep-2022
122353,29-Sep-2022
122352,29-Sep-2022
122351,29-Sep-2022
122374,30-Sep-2022
122373,30-Sep-2022
122372,30-Sep-2022
122371,30-Sep-2022
122370,30-Sep-2022
122369,30-Sep-2022
122368,30-Sep-2022
122367,30-Sep-2022
122366,30-Sep-2022
122365,30-Sep-2022
122364,30-Sep-2022
122363,30-Sep-2022
122362,30-Sep-2022
122361,30-Sep-2022
122360,30-Sep-2022
122359,30-Sep-2022
122358,30-Sep-2022
122357,30-Sep-2022
122375,10-Oct-2022
122376,12-Oct-2022
122379,13-Oct-2022
122378,13-Oct-2022
122377,13-Oct-2022
122380,14-Oct-2022
122381,17-Oct-2022
122385,19-Oct-2022
122384,19-Oct-2022
122383,19-Oct-2022
122382,19-Oct-2022
122393,20-Oct-2022
122392,20-Oct-2022
122391,20-Oct-2022
122390,20-Oct-2022
122389,20-Oct-2022
122388,20-Oct-2022
122387,20-Oct-2022
122386,20-Oct-2022
122398,21-Oct-2022
122397,21-Oct-2022
122396,21-Oct-2022
122395,21-Oct-2022
122394,21-Oct-2022
122404,22-Oct-2022
122401,22-Oct-2022
122400,22-Oct-2022
122399,22-Oct-2022
122406,23-Oct-2022
122407,29-Oct-2022
122433,31-Oct-2022
122432,31-Oct-2022
122431,31-Oct-2022
122430,31-Oct-2022
122429,31-Oct-2022
122428,31-Oct-2022
122427,31-Oct-2022
122426,31-Oct-2022
122425,31-Oct-2022
122424,31-Oct-2022
122423,31-Oct-2022
122422,31-Oct-2022
122421,31-Oct-2022
122420,31-Oct-2022
122419,31-Oct-2022
122418,31-Oct-2022
122417,31-Oct-2022
122416,31-Oct-2022
122415,31-Oct-2022
122414,31-Oct-2022
122413,31-Oct-2022
122412,31-Oct-2022
122411,31-Oct-2022
122410,31-Oct-2022
122409,31-Oct-2022
122408,31-Oct-2022
122405,31-Oct-2022
122403,31-Oct-2022
122402,31-Oct-2022
122434,9-Nov-2022
122435,10-Nov-2022
122439,11-Nov-2022
122438,11-Nov-2022
122437,11-Nov-2022
122436,11-Nov-2022
122443,14-Nov-2022
122442,14-Nov-2022
122441,14-Nov-2022
122440,14-Nov-2022
122445,15-Nov-2022
122444,15-Nov-2022
122449,16-Nov-2022
122447,16-Nov-2022
122446,16-Nov-2022
122452,17-Nov-2022
122451,17-Nov-2022
122450,17-Nov-2022
122454,18-Nov-2022
122453,18-Nov-2022
122462,19-Nov-2022
122461,19-Nov-2022
122460,19-Nov-2022
122459,19-Nov-2022
122458,19-Nov-2022
122457,19-Nov-2022
122456,19-Nov-2022
122455,19-Nov-2022
122465,20-Nov-2022
122464,20-Nov-2022
122463,20-Nov-2022
122466,21-Nov-2022
122467,22-Nov-2022
122470,23-Nov-2022
122469,23-Nov-2022
122468,23-Nov-2022
122471,24-Nov-2022
122476,25-Nov-2022
122475,25-Nov-2022
122474,25-Nov-2022
122473,25-Nov-2022
122472,25-Nov-2022
122484,26-Nov-2022
122483,26-Nov-2022
122482,26-Nov-2022
122481,26-Nov-2022
122480,26-Nov-2022
122479,26-Nov-2022
122478,26-Nov-2022
122477,26-Nov-2022
122487,27-Nov-2022
122486,27-Nov-2022
122485,27-Nov-2022
122490,28-Nov-2022
122489,28-Nov-2022
122497,29-Nov-2022
122496,29-Nov-2022
122495,29-Nov-2022
122494,29-Nov-2022
122493,29-Nov-2022
122492,29-Nov-2022
122491,29-Nov-2022
122501,30-Nov-2022
122500,30-Nov-2022
122499,30-Nov-2022
122498,30-Nov-2022
122503,1-Dec-2022
122502,1-Dec-2022
122506,2-Dec-2022
122505,2-Dec-2022
122509,3-Dec-2022
122508,3-Dec-2022
122507,3-Dec-2022
122513,4-Dec-2022
122512,4-Dec-2022
122511,4-Dec-2022
122510,4-Dec-2022
122516,8-Dec-2022
122518,9-Dec-2022
122517,9-Dec-2022
122522,10-Dec-2022
122521,10-Dec-2022
122520,10-Dec-2022
122525,11-Dec-2022
122524,11-Dec-2022
122523,11-Dec-2022
122526,12-Dec-2022
122527,13-Dec-2022
122531,15-Dec-2022
122530,15-Dec-2022
122529,15-Dec-2022
122528,15-Dec-2022
122534,16-Dec-2022
122533,16-Dec-2022
122532,16-Dec-2022
122535,21-Dec-2022
122536,22-Dec-2022
122538,23-Dec-2022
122537,23-Dec-2022
122539,27-Dec-2022
122541,29-Dec-2022
122540,29-Dec-2022
122543,30-Dec-2022
122553,31-Dec-2022
122552,31-Dec-2022
122551,31-Dec-2022
122550,31-Dec-2022
122549,31-Dec-2022
122548,31-Dec-2022
122547,31-Dec-2022
122546,31-Dec-2022
122545,31-Dec-2022
122544,31-Dec-2022
122556,9-Jan-2023
122555,9-Jan-2023
122554,9-Jan-2023
122558,11-Jan-2023
122557,11-Jan-2023
122561,12-Jan-2023
122560,12-Jan-2023
122559,12-Jan-2023
122564,14-Jan-2023
122563,14-Jan-2023
122562,14-Jan-2023
122565,15-Jan-2023
122566,16-Jan-2023
122569,18-Jan-2023
122568,18-Jan-2023
122567,18-Jan-2023
122574,19-Jan-2023
122573,19-Jan-2023
122572,19-Jan-2023
122571,19-Jan-2023
122570,19-Jan-2023
122578,20-Jan-2023
122577,20-Jan-2023
122576,20-Jan-2023
122575,20-Jan-2023
122582,24-Jan-2023
122581,24-Jan-2023
122580,24-Jan-2023
122579,24-Jan-2023
122584,25-Jan-2023
122583,25-Jan-2023
122586,27-Jan-2023
122585,27-Jan-2023
122587,28-Jan-2023
122588,30-Jan-2023
122603,31-Jan-2023
122602,31-Jan-2023
122601,31-Jan-2023
122600,31-Jan-2023
122599,31-Jan-2023
122598,31-Jan-2023
122597,31-Jan-2023
122596,31-Jan-2023
122595,31-Jan-2023
122594,31-Jan-2023
122593,31-Jan-2023
122592,31-Jan-2023
122591,31-Jan-2023
122590,31-Jan-2023
122589,31-Jan-2023
122606,8-Feb-2023
122605,8-Feb-2023
122604,8-Feb-2023
122612,9-Feb-2023
122611,9-Feb-2023
122610,9-Feb-2023
122609,9-Feb-2023
122608,9-Feb-2023
122607,9-Feb-2023
122614,10-Feb-2023
122613,10-Feb-2023
122616,11-Feb-2023
122615,11-Feb-2023
122619,13-Feb-2023
122618,13-Feb-2023
122617,13-Feb-2023
122621,16-Feb-2023
122620,16-Feb-2023
122625,18-Feb-2023
122624,18-Feb-2023
122623,18-Feb-2023
122622,18-Feb-2023
122631,20-Feb-2023
122630,20-Feb-2023
122629,20-Feb-2023
122628,20-Feb-2023
122627,20-Feb-2023
122626,20-Feb-2023
122634,23-Feb-2023
122633,23-Feb-2023
122632,23-Feb-2023
122635,24-Feb-2023
122636,27-Feb-2023
122647,28-Feb-2023
122646,28-Feb-2023
122645,28-Feb-2023
122644,28-Feb-2023
122643,28-Feb-2023
122642,28-Feb-2023
122641,28-Feb-2023
122640,28-Feb-2023
122639,28-Feb-2023
122638,28-Feb-2023
122637,28-Feb-2023
